행정주소,총인구,세대수,세대당인구,남자인구,여자인구,남여비율
인천광역시 서구 마전동,"21,983","8,187",2.69,"10,839","11,144",0.97
인천광역시 서구 아라동,"56,575","21,479",2.63,"28,197","28,378",0.99
인천광역시 서구검단출장소,0,0,0.0,0,0,0.0
인천광역시 강화군,"69,470","35,127",1.98,"34,795","34,675",1.0
인천광역시 강화군 강화읍,"22,477","10,677",2.11,"11,088","11,389",0.97
인천광역시 강화군 선원면,"7,922","3,648",2.17,"3,959","3,963",1.0
인천광역시 강화군 불은면,"5,084","2,775",1.83,"2,567","2,517",1.02
인천광역시 강화군 길상면,"7,281","3,694",1.97,"3,663","3,618",1.01
인천광역시 강화군 화도면,"4,572","2,473",1.85,"2,318","2,254",1.03
인천광역시 강화군 양도면,"4,252","2,221",1.91,"2,121","2,131",1.0
인천광역시 강화군 내가면,"3,069","1,662",1.85,"1,488","1,581",0.94
인천광역시 강화군 하점면,"4,048","2,097",1.93,"2,068","1,980",1.04
인천광역시 강화군 양사면,"1,911","1,026",1.86,963,948,1.02
인천광역시 강화군 송해면,"3,284","1,679",1.96,"1,661","1,623",1.02
인천광역시 강화군 교동면,"2,765","1,554",1.78,"1,430","1,335",1.07
인천광역시 강화군 삼산면,"2,153","1,217",1.77,"1,122","1,031",1.09
인천광역시 강화군 서도면,377,224,1.68,193,184,1.05
인천광역시 강화군 서도면볼음출장소,275,180,1.53,154,121,1.27
인천광역시 옹진군,"20,493","12,444",1.65,"11,709","8,784",1.33
인천광역시 옹진군 북도면,"1,152",658,1.75,595,557,1.07
인천광역시 옹진군 북도면장봉출장소,974,542,1.8,515,459,1.12
인천광역시 옹진군 백령면,"4,933","2,969",1.66,"2,914","2,019",1.44
인천광역시 옹진군 대청면,"1,208",775,1.56,699,509,1.37
인천광역시 옹진군 대청면소청출장소,214,167,1.28,131,83,1.58
인천광역시 옹진군 덕적면,"1,930","1,210",1.6,"1,081",849,1.27
인천광역시 옹진군 영흥면,"6,608","3,781",1.75,"3,696","2,912",1.27
인천광역시 옹진군 자월면,970,596,1.63,527,443,1.19
인천광역시 옹진군 자월면이작출장소,380,235,1.62,200,180,1.11
인천광역시 옹진군 연평면,"2,124","1,511",1.41,"1,351",773,1.75
광주광역시,"1,425,739","654,682",2.18,"704,489","721,250",0.98
광주광역시 동구,"106,595","54,805",1.94,"52,499","54,096",0.97
광주광역시 동구 충장동,"5,316","4,180",1.27,"2,631","2,685",0.98
광주광역시 동구 동명동,"3,716","2,441",1.52,"1,854","1,862",1.0
광주광역시 동구 계림1동,"10,561","5,811",1.82,"5,547","5,014",1.11
광주광역시 동구 계림2동,"13,093","5,527",2.37,"6,388","6,705",0.95
광주광역시 동구 산수1동,"8,165","4,383",1.86,"4,104","4,061",1.01
광주광역시 동구 산수2동,"9,957","4,714",2.11,"4,825","5,132",0.94
광주광역시 동구 지산1동,"4,122","2,426",1.7,"2,115","2,007",1.05
광주광역시 동구 지산2동,"4,340","2,383",1.82,"2,239","2,101",1.07
광주광역시 동구 서남동,"2,956","2,255",1.31,"1,569","1,387",1.13
광주광역시 동구 학동,"7,404","3,532",2.1,"3,519","3,885",0.91
광주광역시 동구 학운동,"11,132","5,186",2.15,"5,239","5,893",0.89
광주광역시 동구 지원1동,"9,063","4,245",2.13,"4,422","4,641",0.95
광주광역시 동구 지원2동,"16,770","7,722",2.17,"8,047","8,723",0.92
광주광역시 서구,"286,370","134,116",2.14,"140,180","146,190",0.96
광주광역시 서구 양동,"3,357","1,945",1.73,"1,659","1,698",0.98
광주광역시 서구 양3동,"4,338","2,137",2.03,"2,113","2,225",0.95
광주광역시 서구 농성1동,"11,538","6,622",1.74,"5,659","5,879",0.96
광주광역시 서구 농성2동,"4,573","2,871",1.59,"2,395","2,178",1.1
광주광역시 서구 광천동,"7,441","3,983",1.87,"3,852","3,589",1.07
광주광역시 서구 유덕동,"10,576","4,845",2.18,"5,406","5,170",1.05
광주광역시 서구 치평동,"29,377","13,650",2.15,"13,921","15,456",0.9
광주광역시 서구 상무1동,"24,177","12,266",1.97,"12,121","12,056",1.01
광주광역시 서구 상무2동,"22,844","12,992",1.76,"11,128","11,716",0.95
광주광역시 서구 화정1동,"15,734","8,755",1.8,"7,517","8,217",0.91
광주광역시 서구 화정2동,"19,917","7,924",2.51,"9,958","9,959",1.0
광주광역시 서구 화정3동,"9,431","4,461",2.11,"4,597","4,834",0.95
광주광역시 서구 화정4동,"19,445","8,171",2.38,"9,393","10,052",0.93
광주광역시 서구 서창동,"5,682","2,654",2.14,"2,950","2,732",1.08
광주광역시 서구 금호1동,"19,730","8,909",2.21,"9,379","10,351",0.91
광주광역시 서구 금호2동,"27,323","10,500",2.6,"13,341","13,982",0.95
광주광역시 서구 풍암동,"35,252","15,091",2.34,"17,367","17,885",0.97
광주광역시 서구 동천동,"15,635","6,340",2.47,"7,424","8,211",0.9
광주광역시 남구,"211,010","95,633",2.21,"101,226","109,784",0.92
광주광역시 남구 양림동,"6,709","3,106",2.16,"3,028","3,681",0.82
광주광역시 남구 방림1동,"6,712","3,065",2.19,"3,202","3,510",0.91
광주광역시 남구 방림2동,"8,354","3,936",2.12,"3,959","4,395",0.9
광주광역시 남구 봉선1동,"12,917","6,489",1.99,"6,044","6,873",0.88
광주광역시 남구 봉선2동,"27,830","9,790",2.84,"12,955","14,875",0.87
광주광역시 남구 사직동,"4,834","2,838",1.7,"2,510","2,324",1.08
광주광역시 남구 월산동,"8,752","4,533",1.93,"4,441","4,311",1.03
광주광역시 남구 월산4동,"8,238","4,767",1.73,"4,221","4,017",1.05
광주광역시 남구 월산5동,"6,093","3,471",1.76,"3,025","3,068",0.99
광주광역시 남구 백운1동,"11,830","5,147",2.3,"5,560","6,270",0.89
광주광역시 남구 백운2동,"6,345","3,354",1.89,"3,146","3,199",0.98
광주광역시 남구 주월1동,"21,326","9,563",2.23,"10,333","10,993",0.94
광주광역시 남구 주월2동,"7,676","3,945",1.95,"3,799","3,877",0.98
광주광역시 남구 진월동,"28,363","11,430",2.48,"13,234","15,129",0.87
광주광역시 남구 효덕동,"15,591","7,456",2.09,"7,456","8,135",0.92
광주광역시 남구 송암동,"21,221","8,640",2.46,"10,265","10,956",0.94
광주광역시 남구 대촌동,"8,219","4,103",2.0,"4,048","4,171",0.97
광주광역시 북구,"423,015","198,757",2.13,"209,362","213,653",0.98
광주광역시 북구 중흥1동,"4,505","2,867",1.57,"2,344","2,161",1.08
광주광역시 북구 중흥2동,"8,424","4,425",1.9,"4,269","4,155",1.03
광주광역시 북구 중흥3동,"6,598","3,704",1.78,"3,392","3,206",1.06
광주광역시 북구 중앙동,"3,946","2,287",1.73,"2,065","1,881",1.1
광주광역시 북구 임동,"9,153","4,613",1.98,"4,494","4,659",0.96
광주광역시 북구 신안동,"12,479","7,493",1.67,"6,562","5,917",1.11
광주광역시 북구 용봉동,"37,505","18,025",2.08,"18,638","18,867",0.99
광주광역시 북구 운암1동,"18,704","7,390",2.53,"9,002","9,702",0.93
광주광역시 북구 운암2동,"11,326","5,958",1.9,"5,738","5,588",1.03
광주광역시 북구 운암3동,"13,333","5,499",2.42,"6,368","6,965",0.91
광주광역시 북구 동림동,"22,736","9,931",2.29,"11,132","11,604",0.96
광주광역시 북구 우산동,"15,375","7,604",2.02,"7,517","7,858",0.96
광주광역시 북구 풍향동,"5,407","2,683",2.02,"2,687","2,720",0.99
광주광역시 북구 문화동,"20,161","9,628",2.09,"9,869","10,292",0.96
광주광역시 북구 문흥1동,"15,648","6,721",2.33,"7,630","8,018",0.95
광주광역시 북구 문흥2동,"15,084","7,356",2.05,"7,172","7,912",0.91
광주광역시 북구 두암1동,"7,359","3,949",1.86,"3,639","3,720",0.98
광주광역시 북구 두암2동,"15,353","7,610",2.02,"7,538","7,815",0.96
광주광역시 북구 두암3동,"12,712","7,630",1.67,"6,070","6,642",0.91
광주광역시 북구 삼각동,"13,524","6,004",2.25,"6,968","6,556",1.06
광주광역시 북구 일곡동,"28,509","11,440",2.49,"13,888","14,621",0.95
광주광역시 북구 매곡동,"13,454","5,516",2.44,"6,543","6,911",0.95
광주광역시 북구 오치1동,"10,263","5,358",1.92,"5,241","5,022",1.04
광주광역시 북구 오치2동,"11,847","6,845",1.73,"5,778","6,069",0.95
광주광역시 북구 석곡동,"2,352","1,320",1.78,"1,208","1,144",1.06
광주광역시 북구 건국동,"21,592","8,952",2.41,"10,908","10,684",1.02
광주광역시 북구 양산동,"36,588","16,214",2.26,"18,354","18,234",1.01
광주광역시 북구 신용동,"29,078","11,735",2.48,"14,348","14,730",0.97
광주광역시 광산구,"398,749","171,371",2.33,"201,222","197,527",1.02
광주광역시 광산구 송정1동,"10,512","4,827",2.18,"5,356","5,156",1.04
광주광역시 광산구 송정2동,"6,292","3,409",1.85,"3,093","3,199",0.97
광주광역시 광산구 도산동,"14,756","6,660",2.22,"7,470","7,286",1.03
광주광역시 광산구 신흥동,"4,392","2,011",2.18,"2,220","2,172",1.02
광주광역시 광산구 어룡동,"33,254","14,346",2.32,"17,046","16,208",1.05
광주광역시 광산구 우산동,"29,534","15,115",1.95,"15,014","14,520",1.03
광주광역시 광산구 월곡1동,"10,181","4,758",2.14,"5,188","4,993",1.04
광주광역시 광산구 월곡2동,"14,634","6,349",2.3,"7,338","7,296",1.01
광주광역시 광산구 비아동,"7,429","3,520",2.11,"3,921","3,508",1.12
광주광역시 광산구 첨단1동,"27,144","10,772",2.52,"13,533","13,611",0.99
광주광역시 광산구 첨단2동,"42,277","18,791",2.25,"21,338","20,939",1.02
광주광역시 광산구 신가동,"19,295","7,400",2.61,"9,798","9,497",1.03
광주광역시 광산구 운남동,"29,773","12,247",2.43,"14,486","15,287",0.95
광주광역시 광산구 수완동,"75,630","28,307",2.67,"37,323","38,307",0.97
광주광역시 광산구 하남동,"26,699","11,233",2.38,"13,813","12,886",1.07
광주광역시 광산구 임곡동,"2,028","1,237",1.64,"1,064",964,1.1
광주광역시 광산구 동곡동,"1,741",987,1.76,916,825,1.11
광주광역시 광산구 평동,"4,896","2,979",1.64,"2,721","2,175",1.25
광주광역시 광산구 삼도동,"2,161","1,337",1.62,"1,123","1,038",1.08
광주광역시 광산구 본량동,"1,930","1,176",1.64,978,952,1.03
광주광역시 광산구 신창동,"34,191","13,910",2.46,"17,483","16,708",1.05
대전광역시,"1,445,221","678,666",2.13,"720,874","724,347",1.0
대전광역시 동구,"219,137","109,196",2.01,"110,400","108,737",1.02
대전광역시 동구 중앙동,"3,998","2,827",1.41,"2,264","1,734",1.31
대전광역시 동구 효동,"23,188","9,088",2.55,"11,352","11,836",0.96
대전광역시 동구 신인동,"15,356","6,957",2.21,"7,518","7,838",0.96
대전광역시 동구 판암1동,"12,052","5,931",2.03,"5,840","6,212",0.94
대전광역시 동구 판암2동,"8,068","5,121",1.58,"3,896","4,172",0.93
대전광역시 동구 용운동,"21,390","10,292",2.08,"10,780","10,610",1.02
대전광역시 동구 대동,"14,122","6,127",2.3,"7,090","7,032",1.01
대전광역시 동구 자양동,"10,972","7,002",1.57,"5,864","5,108",1.15
대전광역시 동구 가양1동,"13,069","6,941",1.88,"6,835","6,234",1.1
대전광역시 동구 가양2동,"18,803","9,584",1.96,"9,389","9,414",1.0
대전광역시 동구 용전동,"20,222","11,777",1.72,"10,369","9,853",1.05
대전광역시 동구 성남동,"11,077","5,315",2.08,"5,469","5,608",0.98
대전광역시 동구 홍도동,"11,314","6,162",1.84,"5,772","5,542",1.04
대전광역시 동구 삼성동,"13,427","6,490",2.07,"6,817","6,610",1.03
대전광역시 동구 대청동,"2,298","1,225",1.88,"1,195","1,103",1.08
대전광역시 동구 산내동,"19,781","8,357",2.37,"9,950","9,831",1.01
대전광역시 중구,"225,267","107,476",2.1,"110,699","114,568",0.97
대전광역시 중구 은행선화동,"14,365","8,648",1.66,"7,380","6,985",1.06
대전광역시 중구 목동,"16,702","5,836",2.86,"7,957","8,745",0.91
대전광역시 중구 중촌동,"13,857","6,633",2.09,"6,754","7,103",0.95
대전광역시 중구 대흥동,"13,287","7,527",1.77,"6,535","6,752",0.97
대전광역시 중구 문창동,"4,392","2,546",1.73,"2,273","2,119",1.07
대전광역시 중구 석교동,"15,030","7,663",1.96,"7,587","7,443",1.02
대전광역시 중구 대사동,"5,413","3,268",1.66,"2,613","2,800",0.93
대전광역시 중구 부사동,"6,527","3,465",1.88,"3,300","3,227",1.02
대전광역시 중구 용두동,"9,194","5,157",1.78,"4,458","4,736",0.94
대전광역시 중구 오류동,"10,420","5,006",2.08,"4,894","5,526",0.89
대전광역시 중구 태평1동,"12,861","5,149",2.5,"6,208","6,653",0.93
대전광역시 중구 태평2동,"24,697","9,534",2.59,"11,788","12,909",0.91
대전광역시 중구 유천1동,"6,020","3,427",1.76,"3,111","2,909",1.07
대전광역시 중구 유천2동,"13,312","6,516",2.04,"6,593","6,719",0.98
대전광역시 중구 문화1동,"20,854","8,445",2.47,"10,086","10,768",0.94
대전광역시 중구 문화2동,"11,940","5,940",2.01,"5,758","6,182",0.93
대전광역시 중구 산성동,"26,396","12,716",2.08,"13,404","12,992",1.03
대전광역시 서구,"468,048","217,627",2.15,"229,725","238,323",0.96
대전광역시 서구 복수동,"21,849","8,872",2.46,"10,792","11,057",0.98
대전광역시 서구 도마1동,"18,795","9,649",1.95,"9,501","9,294",1.02
대전광역시 서구 도마2동,"16,796","8,251",2.04,"8,413","8,383",1.0
대전광역시 서구 정림동,"15,507","6,771",2.29,"7,543","7,964",0.95
대전광역시 서구 변동,"15,358","7,727",1.99,"7,802","7,556",1.03
대전광역시 서구 용문동,"12,008","7,237",1.66,"5,701","6,307",0.9
대전광역시 서구 탄방동,"26,775","14,922",1.79,"12,866","13,909",0.93
대전광역시 서구 괴정동,"18,894","11,705",1.61,"9,203","9,691",0.95
대전광역시 서구 가장동,"11,013","4,866",2.26,"5,295","5,718",0.93
대전광역시 서구 내동,"23,016","9,632",2.39,"11,075","11,941",0.93
대전광역시 서구 갈마1동,"21,301","11,817",1.8,"10,757","10,544",1.02
대전광역시 서구 갈마2동,"24,233","13,419",1.81,"12,219","12,014",1.02
대전광역시 서구 월평1동,"11,273","7,549",1.49,"6,068","5,205",1.17
대전광역시 서구 월평2동,"13,857","6,882",2.01,"6,546","7,311",0.9
대전광역시 서구 월평3동,"20,551","7,598",2.7,"10,034","10,517",0.95
대전광역시 서구 가수원동,"10,584","4,850",2.18,"5,164","5,420",0.95
대전광역시 서구 도안동,"36,253","13,731",2.64,"17,826","18,427",0.97
대전광역시 서구 관저1동,"15,010","6,574",2.28,"7,106","7,904",0.9
대전광역시 서구 관저2동,"48,715","19,409",2.51,"23,701","25,014",0.95
대전광역시 서구 기성동,"3,491","1,847",1.89,"1,816","1,675",1.08
대전광역시 서구 둔산1동,"16,473","5,787",2.85,"8,082","8,391",0.96
대전광역시 서구 둔산2동,"34,761","14,515",2.39,"16,745","18,016",0.93
대전광역시 서구 만년동,"12,376","6,090",2.03,"6,257","6,119",1.02
대전광역시 서구 둔산3동,"19,159","7,927",2.42,"9,213","9,946",0.93
대전광역시 유성구,"361,748","164,099",2.2,"183,059","178,689",1.02
대전광역시 유성구 진잠동,"24,341","11,313",2.15,"12,417","11,924",1.04
대전광역시 유성구 학하동,"19,077","8,801",2.17,"9,819","9,258",1.06
대전광역시 유성구 상대동,"25,411","9,162",2.77,"12,390","13,021",0.95
대전광역시 유성구 온천1동,"26,404","17,810",1.48,"13,702","12,702",1.08
대전광역시 유성구 온천2동,"40,439","21,280",1.9,"21,186","19,253",1.1
대전광역시 유성구 노은1동,"21,158","8,794",2.41,"10,481","10,677",0.98
대전광역시 유성구 노은2동,"23,696","9,497",2.5,"11,654","12,042",0.97
대전광역시 유성구 노은3동,"36,676","14,125",2.6,"17,982","18,694",0.96
대전광역시 유성구 신성동,"25,968","12,284",2.11,"13,655","12,313",1.11
대전광역시 유성구 전민동,"26,383","11,477",2.3,"13,563","12,820",1.06
대전광역시 유성구 구즉동,"33,017","14,886",2.22,"16,926","16,091",1.05
대전광역시 유성구 관평동,"32,204","12,103",2.66,"16,480","15,724",1.05
대전광역시 유성구 원신흥동,"26,974","12,567",2.15,"12,804","14,170",0.9
대전광역시 대덕구,"171,021","80,268",2.13,"86,991","84,030",1.04
대전광역시 대덕구 오정동,"13,999","7,541",1.86,"7,370","6,629",1.11
대전광역시 대덕구 대화동,"6,575","3,413",1.93,"3,457","3,118",1.11
대전광역시 대덕구 회덕동,"11,607","5,489",2.11,"5,945","5,662",1.05
대전광역시 대덕구 비래동,"15,546","6,946",2.24,"7,728","7,818",0.99
대전광역시 대덕구 송촌동,"26,399","10,407",2.54,"13,071","13,328",0.98
대전광역시 대덕구 중리동,"18,889","10,440",1.81,"9,836","9,053",1.09
대전광역시 대덕구 신탄진동,"14,552","6,979",2.09,"7,531","7,021",1.07
대전광역시 대덕구 석봉동,"16,165","6,588",2.45,"8,270","7,895",1.05
대전광역시 대덕구 덕암동,"13,226","6,640",1.99,"7,083","6,143",1.15
대전광역시 대덕구 목상동,"6,209","3,173",1.96,"3,375","2,834",1.19
대전광역시 대덕구 법1동,"12,555","5,883",2.13,"5,875","6,680",0.88
대전광역시 대덕구 법2동,"15,299","6,769",2.26,"7,450","7,849",0.95
울산광역시,"1,106,446","487,873",2.27,"568,518","537,928",1.06
울산광역시 중구,"206,621","92,929",2.22,"104,468","102,153",1.02
