행정주소,총인구,세대수,세대당인구,남자인구,여자인구,남여비율
강원도 화천군 상서면,"3,737","2,222",1.68,"2,218","1,519",1.46
강원도 화천군 사내면,"5,837","3,021",1.93,"3,099","2,738",1.13
강원도 양구군,"21,342","10,660",2.0,"11,212","10,130",1.11
강원도 양구군 양구읍,"13,632","6,223",2.19,"6,932","6,700",1.03
강원도 양구군 국토정중앙면,"3,315","1,898",1.75,"1,855","1,460",1.27
강원도 양구군 동면,"1,988","1,125",1.77,"1,091",897,1.22
강원도 양구군 방산면,"1,201",736,1.63,676,525,1.29
강원도 양구군 해안면,"1,206",678,1.78,658,548,1.2
강원도 인제군,"32,068","16,709",1.92,"17,459","14,609",1.2
강원도 인제군 인제읍,"10,200","4,763",2.14,"5,381","4,819",1.12
강원도 인제군 인제읍귀둔출장소,495,256,1.93,253,242,1.05
강원도 인제군 남면,"3,815","2,146",1.78,"2,095","1,720",1.22
강원도 인제군 북면,"7,893","4,117",1.92,"4,263","3,630",1.17
강원도 인제군 기린면,"5,016","2,732",1.84,"2,744","2,272",1.21
강원도 인제군 서화면,"2,612","1,519",1.72,"1,555","1,057",1.47
강원도 인제군 상남면,"2,037","1,176",1.73,"1,168",869,1.34
강원도 고성군,"27,224","15,326",1.78,"14,026","13,198",1.06
강원도 고성군 간성읍,"7,102","3,581",1.98,"3,743","3,359",1.11
강원도 고성군 거진읍,"5,802","3,489",1.66,"2,888","2,914",0.99
강원도 고성군 현내면,"2,251","1,345",1.67,"1,102","1,149",0.96
강원도 고성군 죽왕면,"3,447","2,015",1.71,"1,772","1,675",1.06
강원도 고성군 토성면,"8,622","4,896",1.76,"4,521","4,101",1.1
강원도 양양군,"27,841","15,027",1.85,"14,272","13,569",1.05
강원도 양양군 양양읍,"12,535","6,291",1.99,"6,364","6,171",1.03
강원도 양양군 서면,"2,738","1,522",1.8,"1,409","1,329",1.06
강원도 양양군 손양면,"2,312","1,273",1.82,"1,160","1,152",1.01
강원도 양양군 현북면,"2,642","1,596",1.66,"1,379","1,263",1.09
강원도 양양군 현남면,"3,016","1,770",1.7,"1,588","1,428",1.11
강원도 양양군 강현면,"4,598","2,575",1.79,"2,372","2,226",1.07
충청북도,"1,594,007","776,795",2.05,"810,783","783,224",1.04
충청북도 청주시,"849,941","396,053",2.15,"429,484","420,457",1.02
충청북도 청주시 상당구,"197,883","88,344",2.24,"98,289","99,594",0.99
충청북도 청주시 상당구 낭성면,"2,119","1,203",1.76,"1,114","1,005",1.11
충청북도 청주시 상당구 미원면,"4,697","2,806",1.67,"2,413","2,284",1.06
충청북도 청주시 상당구 가덕면,"3,806","2,084",1.83,"1,952","1,854",1.05
충청북도 청주시 상당구 남일면,"6,629","3,206",2.07,"3,409","3,220",1.06
충청북도 청주시 상당구 문의면,"3,738","2,021",1.85,"1,957","1,781",1.1
충청북도 청주시 상당구 중앙동,"6,690","3,422",1.95,"3,279","3,411",0.96
충청북도 청주시 상당구 성안동,"6,658","3,923",1.7,"3,360","3,298",1.02
충청북도 청주시 상당구 탑대성동,"11,252","5,251",2.14,"5,468","5,784",0.95
충청북도 청주시 상당구 영운동,"10,302","5,273",1.95,"5,173","5,129",1.01
충청북도 청주시 상당구 금천동,"30,154","12,612",2.39,"14,613","15,541",0.94
충청북도 청주시 상당구 용담.명암.산성동,"13,015","4,855",2.68,"6,387","6,628",0.96
충청북도 청주시 상당구 용암1동,"57,675","24,784",2.33,"28,889","28,786",1.0
충청북도 청주시 상당구 용암2동,"41,148","16,904",2.43,"20,275","20,873",0.97
충청북도 청주시 서원구,"188,849","89,689",2.11,"94,133","94,716",0.99
충청북도 청주시 서원구 남이면,"9,901","4,738",2.09,"5,195","4,706",1.1
충청북도 청주시 서원구 현도면,"3,123","1,830",1.71,"1,620","1,503",1.08
충청북도 청주시 서원구 사직1동,"4,795","2,467",1.94,"2,480","2,315",1.07
충청북도 청주시 서원구 사직2동,"12,829","5,195",2.47,"6,292","6,537",0.96
충청북도 청주시 서원구 사창동,"14,590","8,769",1.66,"7,387","7,203",1.03
충청북도 청주시 서원구 모충동,"17,467","9,207",1.9,"8,816","8,651",1.02
충청북도 청주시 서원구 산남동,"25,686","10,571",2.43,"12,844","12,842",1.0
충청북도 청주시 서원구 분평동,"29,186","12,047",2.42,"14,134","15,052",0.94
충청북도 청주시 서원구 수곡1동,"13,081","7,101",1.84,"6,641","6,440",1.03
충청북도 청주시 서원구 수곡2동,"15,306","7,634",2.0,"7,537","7,769",0.97
충청북도 청주시 서원구 성화.개신.죽림동,"42,885","20,130",2.13,"21,187","21,698",0.98
충청북도 청주시 흥덕구,"270,138","126,957",2.13,"137,454","132,684",1.04
충청북도 청주시 흥덕구 오송읍,"24,882","12,748",1.95,"12,415","12,467",1.0
충청북도 청주시 흥덕구 강내면,"10,571","5,110",2.07,"5,419","5,152",1.05
충청북도 청주시 흥덕구 옥산면,"17,753","7,791",2.28,"9,079","8,674",1.05
충청북도 청주시 흥덕구 운천.신봉동,"15,978","7,764",2.06,"7,885","8,093",0.97
충청북도 청주시 흥덕구 복대1동,"49,894","21,100",2.36,"25,533","24,361",1.05
충청북도 청주시 흥덕구 복대2동,"15,804","9,445",1.67,"8,212","7,592",1.08
충청북도 청주시 흥덕구 가경동,"55,013","22,408",2.46,"26,831","28,182",0.95
충청북도 청주시 흥덕구 봉명1동,"9,315","5,749",1.62,"4,973","4,342",1.15
충청북도 청주시 흥덕구 봉명2.송정동,"23,378","12,127",1.93,"12,590","10,788",1.17
충청북도 청주시 흥덕구 강서제1동,"31,160","15,762",1.98,"15,772","15,388",1.02
충청북도 청주시 흥덕구 강서제2동,"16,390","6,953",2.36,"8,745","7,645",1.14
충청북도 청주시 청원구,"193,071","91,063",2.12,"99,608","93,463",1.07
충청북도 청주시 청원구 내수읍,"18,849","9,116",2.07,"9,740","9,109",1.07
충청북도 청주시 청원구 오창읍,"69,391","31,167",2.23,"37,152","32,239",1.15
충청북도 청주시 청원구 북이면,"4,369","2,536",1.72,"2,339","2,030",1.15
충청북도 청주시 청원구 우암동,"12,369","7,627",1.62,"6,226","6,143",1.01
충청북도 청주시 청원구 내덕1동,"8,275","4,330",1.91,"4,179","4,096",1.02
충청북도 청주시 청원구 내덕2동,"13,215","6,613",2.0,"6,823","6,392",1.07
충청북도 청주시 청원구 율량.사천동,"48,524","22,165",2.19,"24,239","24,285",1.0
충청북도 청주시 청원구 오근장동,"18,079","7,509",2.41,"8,910","9,169",0.97
충청북도 충주시,"207,974","101,618",2.05,"105,433","102,541",1.03
충청북도 충주시 주덕읍,"4,810","2,675",1.8,"2,482","2,328",1.07
충청북도 충주시 살미면,"2,014","1,117",1.8,"1,021",993,1.03
충청북도 충주시 수안보면,"2,842","1,639",1.73,"1,426","1,416",1.01
충청북도 충주시 대소원면,"9,273","5,598",1.66,"5,258","4,015",1.31
충청북도 충주시 신니면,"2,781","1,588",1.75,"1,430","1,351",1.06
충청북도 충주시 노은면,"2,232","1,257",1.78,"1,140","1,092",1.04
충청북도 충주시 앙성면,"3,928","2,326",1.69,"2,014","1,914",1.05
충청북도 충주시 중앙탑면,"13,746","6,121",2.25,"7,100","6,646",1.07
충청북도 충주시 금가면,"3,877","1,854",2.09,"2,090","1,787",1.17
충청북도 충주시 동량면,"3,524","1,877",1.88,"1,790","1,734",1.03
충청북도 충주시 산척면,"2,205","1,229",1.79,"1,126","1,079",1.04
충청북도 충주시 엄정면,"3,046","1,657",1.84,"1,544","1,502",1.03
충청북도 충주시 소태면,"1,893","1,036",1.83,978,915,1.07
충청북도 충주시 성내.충인동,"2,516","1,459",1.72,"1,239","1,277",0.97
충청북도 충주시 교현.안림동,"22,856","10,136",2.25,"11,343","11,513",0.99
충청북도 충주시 교현2동,"6,531","3,574",1.83,"3,310","3,221",1.03
충청북도 충주시 용산동,"14,425","6,140",2.35,"7,069","7,356",0.96
충청북도 충주시 지현동,"5,115","2,491",2.05,"2,542","2,573",0.99
충청북도 충주시 문화동,"9,072","4,719",1.92,"4,572","4,500",1.02
충청북도 충주시 호암.직동,"22,060","9,571",2.3,"10,994","11,066",0.99
충청북도 충주시 달천동,"3,825","2,414",1.58,"2,076","1,749",1.19
충청북도 충주시 봉방동,"8,822","4,658",1.89,"4,616","4,206",1.1
충청북도 충주시 칠금.금릉동,"14,109","6,279",2.25,"6,920","7,189",0.96
충청북도 충주시 연수동,"35,941","17,298",2.08,"17,936","18,005",1.0
충청북도 충주시 목행.용탄동,"6,531","2,905",2.25,"3,417","3,114",1.1
충청북도 제천시,"131,415","66,608",1.97,"66,103","65,312",1.01
충청북도 제천시 봉양읍,"6,766","3,708",1.82,"3,454","3,312",1.04
충청북도 제천시 금성면,"1,824","1,039",1.76,971,853,1.14
충청북도 제천시 청풍면,"1,274",796,1.6,660,614,1.07
충청북도 제천시 수산면,"2,000","1,234",1.62,"1,052",948,1.11
충청북도 제천시 덕산면,"2,153","1,205",1.79,"1,100","1,053",1.04
충청북도 제천시 한수면,675,402,1.68,343,332,1.03
충청북도 제천시 백운면,"3,323","1,931",1.72,"1,718","1,605",1.07
충청북도 제천시 송학면,"4,741","2,650",1.79,"2,515","2,226",1.13
충청북도 제천시 교동,"18,119","7,803",2.32,"8,926","9,193",0.97
충청북도 제천시 의림지동,"10,103","4,697",2.15,"5,015","5,088",0.99
충청북도 제천시 중앙동,"5,553","3,058",1.82,"2,742","2,811",0.98
충청북도 제천시 남현동,"4,763","2,531",1.88,"2,370","2,393",0.99
충청북도 제천시 영서동,"9,938","4,913",2.02,"4,962","4,976",1.0
충청북도 제천시 용두동,"19,124","10,257",1.86,"9,561","9,563",1.0
충청북도 제천시 신백동,"10,787","5,224",2.06,"5,405","5,382",1.0
충청북도 제천시 청전동,"15,286","8,138",1.88,"7,705","7,581",1.02
충청북도 제천시 화산동,"14,986","7,022",2.13,"7,604","7,382",1.03
충청북도 보은군,"31,349","16,949",1.85,"15,838","15,511",1.02
충청북도 보은군 보은읍,"14,485","7,117",2.04,"7,216","7,269",0.99
충청북도 보은군 속리산면,"1,778","1,051",1.69,909,869,1.05
충청북도 보은군 장안면,"1,422",772,1.84,749,673,1.11
충청북도 보은군 마로면,"2,127","1,229",1.73,"1,044","1,083",0.96
충청북도 보은군 탄부면,"1,617",944,1.71,798,819,0.97
충청북도 보은군 삼승면,"2,268","1,308",1.73,"1,150","1,118",1.03
충청북도 보은군 수한면,"1,841","1,044",1.76,932,909,1.03
충청북도 보은군 회남면,731,478,1.53,411,320,1.28
충청북도 보은군 회인면,"1,719","1,037",1.66,862,857,1.01
충청북도 보은군 내북면,"1,630",988,1.65,831,799,1.04
충청북도 보은군 산외면,"1,731",981,1.76,936,795,1.18
충청북도 옥천군,"49,262","25,442",1.94,"24,868","24,394",1.02
충청북도 옥천군 옥천읍,"28,479","13,134",2.17,"14,227","14,252",1.0
충청북도 옥천군 동이면,"3,172","1,829",1.73,"1,638","1,534",1.07
충청북도 옥천군 안남면,"1,390",807,1.72,713,677,1.05
충청북도 옥천군 안내면,"1,933","1,142",1.69,993,940,1.06
충청북도 옥천군 청성면,"2,300","1,441",1.6,"1,151","1,149",1.0
충청북도 옥천군 청산면,"2,886","1,765",1.64,"1,420","1,466",0.97
충청북도 옥천군 이원면,"4,012","2,310",1.74,"2,061","1,951",1.06
충청북도 옥천군 군서면,"2,140","1,263",1.69,"1,119","1,021",1.1
충청북도 옥천군 군북면,"2,950","1,751",1.68,"1,546","1,404",1.1
충청북도 영동군,"44,657","23,877",1.87,"22,371","22,286",1.0
충청북도 영동군 영동읍,"19,584","9,456",2.07,"9,727","9,857",0.99
충청북도 영동군 용산면,"3,275","1,926",1.7,"1,695","1,580",1.07
충청북도 영동군 황간면,"4,028","2,169",1.86,"2,026","2,002",1.01
충청북도 영동군 추풍령면,"2,206","1,260",1.75,"1,097","1,109",0.99
충청북도 영동군 매곡면,"1,858","1,078",1.72,955,903,1.06
충청북도 영동군 상촌면,"2,203","1,312",1.68,"1,084","1,119",0.97
충청북도 영동군 양강면,"3,041","1,616",1.88,"1,538","1,503",1.02
충청북도 영동군 용화면,957,597,1.6,493,464,1.06
충청북도 영동군 학산면,"2,680","1,608",1.67,"1,355","1,325",1.02
충청북도 영동군 양산면,"1,784","1,049",1.7,873,911,0.96
충청북도 영동군 심천면,"3,041","1,806",1.68,"1,528","1,513",1.01
충청북도 증평군,"37,342","18,762",1.99,"19,459","17,883",1.09
충청북도 증평군 증평읍,"35,574","17,768",2.0,"18,515","17,059",1.09
충청북도 증평군 도안면,"1,768",994,1.78,944,824,1.15
충청북도 진천군,"85,847","42,472",2.02,"45,414","40,433",1.12
충청북도 진천군 진천읍,"29,832","14,685",2.03,"15,491","14,341",1.08
충청북도 진천군 덕산읍,"30,085","13,360",2.25,"15,980","14,105",1.13
충청북도 진천군 덕산읍혁신도시출장소,0,0,0.0,0,0,0.0
충청북도 진천군 초평면,"3,031","1,663",1.82,"1,587","1,444",1.1
충청북도 진천군 문백면,"3,379","1,925",1.76,"1,774","1,605",1.11
충청북도 진천군 백곡면,"2,043","1,248",1.64,"1,044",999,1.05
충청북도 진천군 이월면,"6,235","3,543",1.76,"3,353","2,882",1.16
충청북도 진천군 광혜원면,"11,242","6,048",1.86,"6,185","5,057",1.22
충청북도 괴산군,"36,748","21,297",1.73,"18,929","17,819",1.06
충청북도 괴산군 괴산읍,"9,356","4,985",1.88,"4,764","4,592",1.04
충청북도 괴산군 감물면,"2,068","1,159",1.78,"1,077",991,1.09
충청북도 괴산군 장연면,"1,899","1,167",1.63,976,923,1.06
충청북도 괴산군 연풍면,"2,238","1,360",1.65,"1,177","1,061",1.11
충청북도 괴산군 칠성면,"3,080","1,829",1.68,"1,569","1,511",1.04
충청북도 괴산군 문광면,"2,175","1,277",1.7,"1,124","1,051",1.07
충청북도 괴산군 청천면,"5,150","3,142",1.64,"2,664","2,486",1.07
충청북도 괴산군 청안면,"3,411","2,056",1.66,"1,748","1,663",1.05
충청북도 괴산군 사리면,"2,609","1,524",1.71,"1,349","1,260",1.07
충청북도 괴산군 소수면,"2,080","1,233",1.69,"1,078","1,002",1.08
충청북도 괴산군 불정면,"2,682","1,565",1.71,"1,403","1,279",1.1
충청북도 음성군,"91,787","48,566",1.89,"48,791","42,996",1.13
충청북도 음성군 음성읍,"16,757","8,858",1.89,"8,590","8,167",1.05
충청북도 음성군 금왕읍,"19,429","10,293",1.89,"10,478","8,951",1.17
충청북도 음성군 소이면,"2,870","1,705",1.68,"1,500","1,370",1.09
충청북도 음성군 원남면,"2,981","1,801",1.66,"1,559","1,422",1.1
충청북도 음성군 맹동면,"13,255","6,182",2.14,"6,940","6,315",1.1
충청북도 음성군 대소면,"15,513","7,973",1.95,"8,547","6,966",1.23
충청북도 음성군 삼성면,"6,590","3,829",1.72,"3,677","2,913",1.26
충청북도 음성군 생극면,"4,483","2,593",1.73,"2,426","2,057",1.18
충청북도 음성군 감곡면,"9,909","5,332",1.86,"5,074","4,835",1.05
충청북도 단양군,"27,685","15,151",1.83,"14,093","13,592",1.04
충청북도 단양군 단양읍,"10,050","5,014",2.0,"5,072","4,978",1.02
충청북도 단양군 매포읍,"5,067","2,635",1.92,"2,633","2,434",1.08
충청북도 단양군 대강면,"2,399","1,455",1.65,"1,196","1,203",0.99
충청북도 단양군 가곡면,"2,050","1,168",1.76,"1,091",959,1.14
충청북도 단양군 영춘면,"3,112","1,843",1.69,"1,483","1,629",0.91
충청북도 단양군 어상천면,"1,865","1,084",1.72,"1,026",839,1.22
충청북도 단양군 적성면,"1,519",940,1.62,783,736,1.06
충청북도 단양군 단성면,"1,623","1,012",1.6,809,814,0.99
충청남도,"2,125,833","1,027,858",2.07,"1,088,548","1,037,285",1.05
충청남도 천안시,"658,213","305,769",2.15,"337,105","321,108",1.05
충청남도 천안시 동남구,"257,972","121,135",2.13,"130,707","127,265",1.03
충청남도 천안시 동남구 목천읍,"23,617","11,389",2.07,"12,099","11,518",1.05
충청남도 천안시 동남구 풍세면,"4,003","2,172",1.84,"2,195","1,808",1.21
충청남도 천안시 동남구 광덕면,"4,182","2,329",1.8,"2,132","2,050",1.04
충청남도 천안시 동남구 북면,"4,320","2,502",1.73,"2,268","2,052",1.11
충청남도 천안시 동남구 성남면,"3,022","1,613",1.87,"1,570","1,452",1.08
충청남도 천안시 동남구 수신면,"2,208","1,309",1.69,"1,218",990,1.23
충청남도 천안시 동남구 병천면,"6,243","3,668",1.7,"3,384","2,859",1.18
충청남도 천안시 동남구 동면,"1,997","1,151",1.74,"1,082",915,1.18
충청남도 천안시 동남구 중앙동,"5,214","3,138",1.66,"2,730","2,484",1.1
충청남도 천안시 동남구 문성동,"7,863","3,880",2.03,"3,990","3,873",1.03
충청남도 천안시 동남구 원성1동,"8,339","4,168",2.0,"4,337","4,002",1.08
충청남도 천안시 동남구 원성2동,"8,979","4,859",1.85,"4,598","4,381",1.05
충청남도 천안시 동남구 봉명동,"17,537","9,219",1.9,"8,999","8,538",1.05
충청남도 천안시 동남구 일봉동,"22,402","8,632",2.6,"11,120","11,282",0.99
충청남도 천안시 동남구 신방동,"43,326","18,739",2.31,"22,243","21,083",1.06
충청남도 천안시 동남구 청룡동,"57,921","23,162",2.5,"28,866","29,055",0.99
충청남도 천안시 동남구 신안동,"36,799","19,205",1.92,"17,876","18,923",0.94
충청남도 천안시 서북구,"400,241","184,634",2.17,"206,398","193,843",1.06
충청남도 천안시 서북구 성환읍,"23,213","11,311",2.05,"12,140","11,073",1.1
충청남도 천안시 서북구 성거읍,"20,556","9,534",2.16,"10,865","9,691",1.12
충청남도 천안시 서북구 직산읍,"19,839","9,861",2.01,"10,834","9,005",1.2
충청남도 천안시 서북구 입장면,"8,262","4,464",1.85,"4,493","3,769",1.19
충청남도 천안시 서북구 성정1동,"17,544","9,801",1.79,"9,234","8,310",1.11
충청남도 천안시 서북구 성정2동,"25,879","18,118",1.43,"14,216","11,663",1.22
충청남도 천안시 서북구 쌍용1동,"13,360","6,325",2.11,"6,587","6,773",0.97
충청남도 천안시 서북구 쌍용2동,"36,133","14,837",2.44,"17,778","18,355",0.97
충청남도 천안시 서북구 쌍용3동,"18,086","8,140",2.22,"8,735","9,351",0.93
충청남도 천안시 서북구 백석동,"39,798","14,683",2.71,"20,029","19,769",1.01
충청남도 천안시 서북구 불당1동,"32,422","13,081",2.48,"16,212","16,210",1.0
충청남도 천안시 서북구 불당2동,"37,083","13,746",2.7,"18,562","18,521",1.0
충청남도 천안시 서북구 부성1동,"50,247","25,379",1.98,"25,960","24,287",1.07
충청남도 천안시 서북구 부성2동,"57,819","25,354",2.28,"30,753","27,066",1.14
충청남도 공주시,"102,731","53,068",1.94,"51,280","51,451",1.0
충청남도 공주시 유구읍,"7,057","3,775",1.87,"3,534","3,523",1.0
충청남도 공주시 이인면,"3,076","1,644",1.87,"1,585","1,491",1.06
충청남도 공주시 탄천면,"2,820","1,588",1.78,"1,452","1,368",1.06
충청남도 공주시 계룡면,"5,263","3,010",1.75,"2,703","2,560",1.06
충청남도 공주시 반포면,"4,156","2,149",1.93,"2,179","1,977",1.1
충청남도 공주시 의당면,"4,423","2,420",1.83,"2,343","2,080",1.13
충청남도 공주시 정안면,"4,725","2,631",1.8,"2,558","2,167",1.18
충청남도 공주시 우성면,"5,040","2,734",1.84,"2,640","2,400",1.1
충청남도 공주시 사곡면,"2,783","1,507",1.85,"1,405","1,378",1.02
충청남도 공주시 신풍면,"3,103","1,554",2.0,"1,393","1,710",0.81
충청남도 공주시 중학동,"4,422","2,514",1.76,"2,249","2,173",1.03
충청남도 공주시 웅진동,"7,782","3,919",1.99,"3,809","3,973",0.96
충청남도 공주시 금학동,"5,332","2,701",1.97,"2,585","2,747",0.94
충청남도 공주시 옥룡동,"7,471","4,035",1.85,"3,715","3,756",0.99
충청남도 공주시 신관동,"19,571","10,084",1.94,"9,390","10,181",0.92
충청남도 공주시 월송동,"15,707","6,803",2.31,"7,740","7,967",0.97
충청남도 보령시,"96,666","49,930",1.94,"48,956","47,710",1.03
충청남도 보령시 웅천읍,"5,900","3,487",1.69,"2,967","2,933",1.01
충청남도 보령시 주포면,"1,602",929,1.72,848,754,1.12
충청남도 보령시 오천면,"2,061","1,151",1.79,"1,099",962,1.14
충청남도 보령시 오천면어항출장소,"1,571",851,1.85,848,723,1.17
충청남도 보령시 원산출장소,"1,045",578,1.81,571,474,1.2
충청남도 보령시 천북면,"3,347","1,842",1.82,"1,742","1,605",1.09
충청남도 보령시 청소면,"2,492","1,433",1.74,"1,256","1,236",1.02
충청남도 보령시 청라면,"3,639","2,017",1.8,"1,837","1,802",1.02
충청남도 보령시 남포면,"4,912","2,700",1.82,"2,465","2,447",1.01
충청남도 보령시 주산면,"2,319","1,404",1.65,"1,160","1,159",1.0
충청남도 보령시 미산면,"1,682","1,033",1.63,869,813,1.07
충청남도 보령시 성주면,"2,026","1,173",1.73,"1,015","1,011",1.0
충청남도 보령시 주교면,"5,032","2,524",1.99,"2,621","2,411",1.09
충청남도 보령시 대천1동,"13,282","6,511",2.04,"6,674","6,608",1.01
충청남도 보령시 대천2동,"6,379","3,227",1.98,"3,212","3,167",1.01
충청남도 보령시 대천3동,"15,758","7,429",2.12,"7,919","7,839",1.01
충청남도 보령시 대천4동,"17,613","8,220",2.14,"8,772","8,841",0.99
충청남도 보령시 대천5동,"6,006","3,421",1.76,"3,081","2,925",1.05
충청남도 아산시,"337,007","154,180",2.19,"175,693","161,314",1.09
충청남도 아산시 염치읍,"6,182","3,155",1.96,"3,244","2,938",1.1
충청남도 아산시 배방읍,"85,757","38,647",2.22,"44,162","41,595",1.06
충청남도 아산시 송악면,"4,118","1,942",2.12,"2,115","2,003",1.06
충청남도 아산시 탕정면,"36,985","14,927",2.48,"19,684","17,301",1.14
충청남도 아산시 음봉면,"20,189","9,499",2.13,"11,010","9,179",1.2
충청남도 아산시 둔포면,"22,878","11,939",1.92,"12,990","9,888",1.31
충청남도 아산시 영인면,"5,398","2,776",1.94,"2,859","2,539",1.13
충청남도 아산시 인주면,"5,955","3,406",1.75,"3,370","2,585",1.3
충청남도 아산시 선장면,"2,956","1,634",1.81,"1,540","1,416",1.09
충청남도 아산시 도고면,"4,370","2,343",1.87,"2,260","2,110",1.07
충청남도 아산시 신창면,"18,616","9,213",2.02,"9,787","8,829",1.11
충청남도 아산시 온양1동,"9,099","4,566",1.99,"4,780","4,319",1.11
충청남도 아산시 온양2동,"10,509","5,941",1.77,"5,559","4,950",1.12
충청남도 아산시 온양3동,"37,714","15,535",2.43,"18,896","18,818",1.0
충청남도 아산시 온양4동,"17,603","7,735",2.28,"8,936","8,667",1.03
충청남도 아산시 온양5동,"20,958","8,865",2.36,"10,747","10,211",1.05
충청남도 아산시 온양6동,"27,720","12,057",2.3,"13,754","13,966",0.98
충청남도 서산시,"176,085","83,072",2.12,"91,986","84,099",1.09
충청남도 서산시 대산읍,"13,174","7,259",1.81,"7,722","5,452",1.42
충청남도 서산시 인지면,"7,108","3,372",2.11,"3,621","3,487",1.04
충청남도 서산시 부석면,"5,188","2,795",1.86,"2,660","2,528",1.05
충청남도 서산시 팔봉면,"3,250","1,790",1.82,"1,666","1,584",1.05
충청남도 서산시 지곡면,"8,056","3,897",2.07,"4,335","3,721",1.17
충청남도 서산시 성연면,"16,154","6,615",2.44,"8,475","7,679",1.1
충청남도 서산시 음암면,"9,228","4,532",2.04,"4,765","4,463",1.07
충청남도 서산시 운산면,"4,956","2,719",1.82,"2,538","2,418",1.05
충청남도 서산시 해미면,"7,117","3,987",1.79,"3,704","3,413",1.09
충청남도 서산시 고북면,"5,963","2,985",2.0,"3,117","2,846",1.1
충청남도 서산시 부춘동,"18,449","8,895",2.07,"9,653","8,796",1.1
충청남도 서산시 동문1동,"17,914","7,698",2.33,"9,325","8,589",1.09
충청남도 서산시 동문2동,"8,375","4,326",1.94,"4,242","4,133",1.03
충청남도 서산시 수석동,"16,076","7,562",2.13,"8,206","7,870",1.04
충청남도 서산시 석남동,"35,077","14,640",2.4,"17,957","17,120",1.05
충청남도 논산시,"111,717","58,080",1.92,"55,845","55,872",1.0
충청남도 논산시 강경읍,"7,607","4,226",1.8,"3,711","3,896",0.95
충청남도 논산시 연무읍,"12,975","6,781",1.91,"6,530","6,445",1.01
충청남도 논산시 성동면,"3,862","2,133",1.81,"1,941","1,921",1.01
충청남도 논산시 광석면,"4,018","2,238",1.8,"2,028","1,990",1.02
충청남도 논산시 노성면,"2,794","1,569",1.78,"1,410","1,384",1.02
충청남도 논산시 상월면,"3,417","1,916",1.78,"1,714","1,703",1.01
충청남도 논산시 부적면,"3,406","1,915",1.78,"1,734","1,672",1.04
충청남도 논산시 연산면,"5,897","3,390",1.74,"3,042","2,855",1.07
충청남도 논산시 벌곡면,"2,423","1,418",1.71,"1,243","1,180",1.05
충청남도 논산시 양촌면,"5,917","3,009",1.97,"3,000","2,917",1.03
충청남도 논산시 가야곡면,"3,256","1,892",1.72,"1,663","1,593",1.04
충청남도 논산시 은진면,"3,881","2,336",1.66,"2,069","1,812",1.14
충청남도 논산시 채운면,"2,098","1,137",1.85,"1,016","1,082",0.94
충청남도 논산시 취암동,"34,845","16,937",2.06,"17,389","17,456",1.0
충청남도 논산시 부창동,"15,321","7,183",2.13,"7,355","7,966",0.92
충청남도 계룡시,"45,523","18,707",2.43,"22,664","22,859",0.99
충청남도 계룡시 두마면,"11,887","5,111",2.33,"5,852","6,035",0.97
충청남도 계룡시 엄사면,"17,337","7,734",2.24,"8,478","8,859",0.96
충청남도 계룡시 신도안면,"8,053","2,497",3.23,"4,167","3,886",1.07
충청남도 계룡시 금암동,"8,246","3,365",2.45,"4,167","4,079",1.02
충청남도 당진시,"169,071","82,025",2.06,"90,192","78,879",1.14
충청남도 당진시 합덕읍,"8,288","4,545",1.82,"4,387","3,901",1.12
충청남도 당진시 송악읍,"30,166","14,615",2.06,"16,807","13,359",1.26
충청남도 당진시 고대면,"5,254","2,848",1.84,"2,731","2,523",1.08
충청남도 당진시 석문면,"8,980","5,494",1.63,"5,284","3,696",1.43
충청남도 당진시 대호지면,"2,311","1,249",1.85,"1,182","1,129",1.05
충청남도 당진시 정미면,"3,557","1,967",1.81,"1,838","1,719",1.07
충청남도 당진시 면천면,"3,450","1,833",1.88,"1,763","1,687",1.05
충청남도 당진시 순성면,"4,894","2,573",1.9,"2,493","2,401",1.04
충청남도 당진시 우강면,"5,459","2,786",1.96,"2,738","2,721",1.01
충청남도 당진시 신평면,"14,951","6,618",2.26,"7,653","7,298",1.05
충청남도 당진시 송산면,"11,892","6,334",1.88,"6,929","4,963",1.4
충청남도 당진시 당진1동,"30,290","14,577",2.08,"16,111","14,179",1.14
충청남도 당진시 당진2동,"22,565","9,519",2.37,"11,540","11,025",1.05
충청남도 당진시 당진3동,"17,014","7,067",2.41,"8,736","8,278",1.06
충청남도 금산군,"50,314","26,467",1.9,"25,389","24,925",1.02
충청남도 금산군 금산읍,"22,705","10,780",2.11,"11,116","11,589",0.96
충청남도 금산군 금성면,"3,165","1,797",1.76,"1,629","1,536",1.06
충청남도 금산군 제원면,"2,740","1,604",1.71,"1,437","1,303",1.1
충청남도 금산군 부리면,"2,437","1,433",1.7,"1,225","1,212",1.01
충청남도 금산군 군북면,"2,424","1,376",1.76,"1,239","1,185",1.05
충청남도 금산군 남일면,"2,818","1,426",1.98,"1,443","1,375",1.05
충청남도 금산군 남이면,"2,040","1,152",1.77,"1,046",994,1.05
충청남도 금산군 진산면,"3,164","1,876",1.69,"1,599","1,565",1.02
충청남도 금산군 복수면,"2,929","1,701",1.72,"1,527","1,402",1.09
충청남도 금산군 추부면,"5,892","3,322",1.77,"3,128","2,764",1.13
충청남도 부여군,"61,800","32,858",1.88,"30,735","31,065",0.99
